STRUCTURE,STRUCTURE_ID,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2004,29.62,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2005,31.367,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2006,32.07,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2007,32.657,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2008,32.448,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2009,31.437,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2010,31.867,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2011,31.187,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2012,35.152,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2013,33.167,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2014,31.856,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2015,34.913,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2016,36.953,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2017,35.776,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2018,36.572,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2019,38.042,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2020,45.015,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2021,41.389,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AL,2022,44.076,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2004,22.553,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2005,24.353,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2006,26.276,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2007,28.144,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2008,28.788,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2009,31.039,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2010,31.205,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2011,31.552,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2012,32.734,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2013,32.665,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2014,33.55,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2015,33.497,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2016,33.37,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2017,33.136,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2018,33.784,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2019,33.755,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2020,36.545,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2021,34.573,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,AT,2022,33.758,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2014,24.873,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2015,26.607,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2016,25.358,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2017,23.241,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2018,35.972,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2019,37.454,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2020,39.835,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BA,2021,36.562,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2004,1.916,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2005,2.325,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2006,2.658,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2007,3.14,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2008,3.611,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2009,4.746,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2010,6.004,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2011,6.302,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2012,7.086,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2013,7.671,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2014,8.038,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2015,8.06,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2016,8.744,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2017,9.136,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2018,9.472,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2019,9.929,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2020,13,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2021,13.007,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BE,2022,13.759,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2004,9.231,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2005,9.173,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2006,9.415,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2007,9.098,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2008,10.345,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2009,12.005,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2010,13.927,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2011,14.152,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2012,15.837,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2013,18.898,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2014,18.05,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2015,18.261,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2016,18.76,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2017,18.695,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2018,20.581,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2019,21.545,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2020,23.319,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2021,19.447,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,BG,2022,19.095,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2004,3.071,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2005,3.131,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2006,3.263,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2007,4.001,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2008,5.131,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2009,5.92,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2010,6.161,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2011,6.245,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2012,7.111,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2013,8.428,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2014,9.144,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2015,9.903,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2016,9.833,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2017,10.478,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2018,13.873,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2019,13.777,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2020,16.879,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2021,19.069,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CY,2022,19.429,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2004,6.773,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2005,7.113,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2006,7.362,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2007,7.895,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2008,8.674,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2009,9.977,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2010,10.513,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2011,10.945,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2012,12.814,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2013,13.927,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2014,15.074,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2015,15.07,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2016,14.926,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2017,14.799,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2018,15.139,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2019,16.239,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2020,17.303,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2021,17.671,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,CZ,2022,18.195,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2004,6.207,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2005,7.167,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2006,8.466,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2007,10.039,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2008,10.072,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2009,10.851,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2010,11.667,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2011,12.47,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2012,13.549,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2013,13.757,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2014,14.381,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2015,14.901,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2016,14.885,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2017,15.472,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2018,16.66,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2019,17.266,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2020,19.09,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2021,19.395,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DE,2022,20.796,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2004,14.839,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2005,15.955,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2006,16.332,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2007,17.747,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2008,18.543,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2009,19.948,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2010,21.888,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2011,23.389,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2012,25.465,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2013,27.173,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2014,29.31,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2015,30.469,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2016,31.715,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2017,34.387,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2018,35.159,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2019,37.02,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2020,31.681,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2021,41.009,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,DK,2022,41.601,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2004,18.42,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2005,17.478,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2006,16.011,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2007,17.139,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2008,18.811,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2009,23.009,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2010,24.575,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2011,25.515,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2012,25.586,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2013,25.356,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2014,26.13,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2015,28.987,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2016,29.232,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2017,29.538,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2018,29.97,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2019,31.73,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2020,30.069,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2021,37.442,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EE,2022,38.472,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2004,7.161,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2005,7.277,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2006,7.458,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2007,8.249,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2008,8.183,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2009,8.731,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2010,10.077,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2011,11.153,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2012,13.741,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2013,15.326,
dataflow,ESTAT:SDG_07_40(1.0),A,REN,PC,EL,2014,15.683,
